repo,org,datasources,teacher,eval_benchmark,swept
marin-community/open-thoughts-4-128-math-qwen3-235b-thinking-2507-annotated-32768-tokens,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-128-math-qwen3-30b-a3B-thinking-2507-annotated-32768-tokens-n8-reformatted,marin-community,,Qwen3-Coder-30B,,False
marin-community/open-thoughts-4-128-math-qwen3-32b-annotated-32768-tokens,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-128-math-qwen3-32b-annotated-32768-tokens-n8-reformatted,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-128-math-qwen3-4b-annotated-32768-tokens-n8-reformatted,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-128-math-qwen3pt5-397b-annotated-32768-tokens,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-1500-math-kimi-k2pt5-annotated-32768-tokens-n8-reformatted,marin-community,,Kimi K2.0 Thinking,,False
marin-community/open-thoughts-4-1500-math-qwen3-32b-annotated-32768-tokens-n8-reformatted,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-1k-math-qwen3-235b-a22b-only-32b-has-boxed,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-1k-math-qwen3-32b-only-32b-has-boxed,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-2750-math-kimi-k2pt5-annotated-32768-tokens-n8-reformatted,marin-community,,Kimi K2.0 Thinking,,False
marin-community/open-thoughts-4-2750-math-qwen3-32b-annotated-32768-tokens-n8-reformatted,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-2samples-math-qwen3-235b-a22b-truncated-test,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-code-qwen3-30b-a3B-thinking-2507-annotated-32768-tokens-n8,marin-community,,Qwen3-Coder-30B,,False
marin-community/open-thoughts-4-30k-code-qwen3-30b-a3B-thinking-2507-annotated-32768-tokens-n8-reformatted,marin-community,,Qwen3-Coder-30B,,False
marin-community/open-thoughts-4-30k-code-qwen3-32b-annotated,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-code-qwen3-32b-annotated-32768-tokens,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-235b-a22b-annotated,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-235b-a22b-annotated-32768-tokens,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-30b-a3B-thinking-2507-annotated-32768-tokens-n8,marin-community,,Qwen3-Coder-30B,,False
marin-community/open-thoughts-4-30k-math-qwen3-30b-a3B-thinking-2507-annotated-32768-tokens-n8-reformatted,marin-community,,Qwen3-Coder-30B,,False
marin-community/open-thoughts-4-30k-math-qwen3-32b-annotated,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-32b-annotated-16384-tokens,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-32b-annotated-32768-tokens,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-32b-annotated-32768-tokens-n1-rejection-sampling-quantity-match,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-32b-annotated-32768-tokens-n8,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-32b-annotated-32768-tokens-n8-reformatted,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-32b-annotated-32768-tokens-n8-reformatted-selfconsistency,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-4b-annotated-32768-tokens,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-4b-annotated-32768-tokens-n1-rejection-sampling-quantity-match,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-4b-annotated-32768-tokens-n8,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-4b-annotated-32768-tokens-n8-reformatted,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-4b-annotated-32768-tokens-n8-rejection-sampling-soft-match,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-math-qwen3-4b-annotated-32768-tokens-n8-rejection-sampling-strict-match,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-science-qwen3-32b-annotated,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-30k-science-qwen3-32b-annotated-32768-tokens,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-3745-math-qwen3-32b-annotated-32768-tokens-n8-reformatted,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-5000-math-kimi-k2pt5-annotated-32768-tokens-n8-reformatted,marin-community,,Kimi K2.0 Thinking,,False
marin-community/open-thoughts-4-5k-math-qwen3-235b-a22b-only-235b-has-boxed,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-5k-math-qwen3-32b-only-235b-has-boxed,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-5samples-math-qwen3-32b-annotated-32768-tokens,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-6865-math-kimi-k2pt5-annotated-32768-tokens-n8-reformatted,marin-community,,Kimi K2.0 Thinking,,False
marin-community/open-thoughts-4-6k-math-qwen3-235b-a22b-disagreed-answers,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-6k-math-qwen3-235b-a22b-neither-has-boxed,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-6k-math-qwen3-32b-disagreed-answers,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-6k-math-qwen3-32b-neither-has-boxed,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-8530-math-kimi-k2pt5-annotated-32768-tokens-n8-reformatted,marin-community,,Kimi K2.0 Thinking,,False
marin-community/open-thoughts-4-8530-math-qwen3-30b-a3B-thinking-2507-annotated-32768-tokens-n8-reformatted,marin-community,,Qwen3-Coder-30B,,False
marin-community/open-thoughts-4-code-qwen3-32b-annotated,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-dummy-256-math-qwen3-32b,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-math-qwen3-32b-annotated,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-science-qwen3-32b-annotated,marin-community,,Qwen3,,False
marin-community/openthoughts4-code-9168-prompts-glm-5.2-n4,marin-community,,GLM-5.2,,False
marin-community/openthoughts4-code-9168-prompts-qwen3-30b-a3b-thinking-2507-n16-flattened-logprobs-k16,marin-community,,Qwen3-Coder-30B,,False
marin-community/openthoughts4-code-9168-prompts-qwen3-32b-n16-flattened-logprobs-k16,marin-community,,Qwen3,,False
marin-community/openthoughts4-code-9168-prompts-qwen3-4b-n16-flattened-logprobs-k16,marin-community,,Qwen3,,False
marin-community/openthoughts4-science-26041-prompts-qwen3-30b-a3B-thinking-2507-n8-flattened-logprobs-k16,marin-community,,Qwen3-Coder-30B,,False
marin-community/openthoughts4-science-26041-prompts-qwen3-32b-n8-flattened-logprobs-k16,marin-community,,Qwen3,,False
marin-community/openthoughts4-science-26041-prompts-qwen3-4b-n8-flattened-logprobs-k16,marin-community,,Qwen3,,False
mlfoundations-dev/2025_09_28__13-15_44_qwen3-8b_terminus2,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/DeepSeek-R1-0528-Qwen3-8B_eval_5554,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/DeepSeek-R1-Distill-Qwen-32B_1743568172_eval_0981,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/DeepSeek-R1-Distill-Qwen-32B_1743604989_eval_0981,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/DeepSeek-R1-Distill-Qwen-32B_1743609165_eval_0981,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/DeepSeek-R1-Distill-Qwen-32B_eval_2e29,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/Qwen2.5-7B-Instruct_openthoughts3_300k_annotated_Qwen3-32B_eval_8179,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/Qwen2.5-7B-Instruct_qwq_mix_qwen3_science_eval_8179,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/Qwen3-1.7B_eval_5554,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/Qwen3-8B_eval_08c7,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/Qwen3-8B_eval_27e9,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/Qwen3-8B_eval_2e29,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/SCP_40k_verified_traces,mlfoundations-dev,,,,False
mlfoundations-dev/_c_eansandboxestasksev_set_inferredbugs_sandboxes_traces_terminus_2_20251008_010358,mlfoundations-dev,,,,False
mlfoundations-dev/a1_code_apps_qwen3,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/a1_code_apps_qwen3_annotated,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/all-puzzles-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/all-puzzles-sandboxes-traces-terminus-2-with-gpt-4o-mini-judgments-all,mlfoundations-dev,,,,False
mlfoundations-dev/all-puzzles-sandboxes-traces-terminus-2-with-gpt-4o-mini-judgments-correct,mlfoundations-dev,,,,False
mlfoundations-dev/code-contests-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/code_contests-GLM-4.6-FP8-traces,mlfoundations-dev,,GLM-4.6,,False
mlfoundations-dev/codeforces-debug-gpt5-nano-traces,mlfoundations-dev,,GPT-5-nano,,True
mlfoundations-dev/codeforces-gptoss120b-traces,mlfoundations-dev,,GPT-OSS,,True
mlfoundations-dev/codeforces-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/d1_code_load_in_qwen3,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/d1_science_load_in_qwen3,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/data_ablation_full59K-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/defects4j-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/freelancer-projects-100k-traces,mlfoundations-dev,,,,False
mlfoundations-dev/freelancer-projects-sandboxes-ta-rl-gpt-5-mini,mlfoundations-dev,,GPT-5-mini,,False
mlfoundations-dev/freelancer-projects-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/github-issues,mlfoundations-dev,issue,,,False
mlfoundations-dev/glaive-code-assistant-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/gsm8k-debug-gpt5-nano-traces,mlfoundations-dev,,GPT-5-nano,,True
mlfoundations-dev/gsm8k-gptoss120b-traces,mlfoundations-dev,,GPT-OSS,,True
mlfoundations-dev/gsm8k-qwen3-32b-traces,mlfoundations-dev,,Qwen3,,True
mlfoundations-dev/inferredbugs-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/keybert-dockerhub-sandboxes-traces-terminus-2,mlfoundations-dev,,,,False
mlfoundations-dev/magicoder-evol-instruct-110k-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/nemo-prism-math-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/openthoughts-4-code-qwen3-32b-annotated-32k_qwen3-1.7B_32k_eval_8179,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/openthoughts3_100k_annotated_Qwen3-32B,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/openthoughts3_300k_annotated_Qwen3-32B,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/pdf_science_questions_verifiable_r1_traces__2_24_25,mlfoundations-dev,,,,False
mlfoundations-dev/pdf_science_questions_verified_r1_traces__2_24_25,mlfoundations-dev,,,,False
mlfoundations-dev/qasper-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/qwq_mix_qwen3_science,mlfoundations-dev,,Qwen3,,False
mlfoundations-dev/stackexchange-codereview-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/stackexchange-overflow-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/stackexchange-superuser-sandboxes,mlfoundations-dev,superuser,,,False
mlfoundations-dev/stackexchange-superuser-sandboxes-traces-terminus-2,mlfoundations-dev,superuser,,,True
mlfoundations-dev/stackexchange-tezos-sandboxes,mlfoundations-dev,tezos,,,False
mlfoundations-dev/stackexchange-tezos-sandboxes-traces-terminus-2,mlfoundations-dev,tezos,,,True
mlfoundations-dev/stackexchange-tor-sandboxes-traces-terminus-2,mlfoundations-dev,,,,False
mlfoundations-dev/stackexchange-unix-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/staqc-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/swesmith-datascience-skorch-sandboxes,mlfoundations-dev,swesmith,,,False
mlfoundations-dev/swesmith-sandboxes,mlfoundations-dev,swesmith,,,False
mlfoundations-dev/swesmith-sandboxes-traces-terminus-2,mlfoundations-dev,swesmith,,,True
mlfoundations-dev/swesmith-sandboxes-with_tests,mlfoundations-dev,swesmith,,,False
mlfoundations-dev/swesmith_with_plain_docker-sandboxes,mlfoundations-dev,swesmith,,,False
mlfoundations-dev/swesmith_with_plain_docker-sandboxes-traces-terminus-2,mlfoundations-dev,swesmith,,,True
mlfoundations-dev/taskmaster2-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/tulu-3-sft-personas-algebra-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/tulu-3-sft-personas-math-grade-filtered-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
mlfoundations-dev/wizardlm_orca-evol-instruct-110k-sandboxes-traces-terminus-2,mlfoundations-dev,,,,True
open-athena/qwen3coder-slime-rl-data-sweep,open-athena,,Qwen3,,False
open-thoughts/AgentTrove,open-thoughts,,,,True
penfever/code-contests-noblock-qwen3.5-122b-32k-traces-r1,penfever,,Qwen3.5-122B,,True
penfever/delphi-6279-qwen3-base-passatk-evals,penfever,,Qwen3,,False
penfever/lever2-pilot-glm47-swesmith-t16384-32k-traces,penfever,swesmith,GLM-4.7,,True
penfever/lever2-pilot-glm47-swesmith-t16384-64k-traces,penfever,swesmith,GLM-4.7,,True
penfever/lever2-pilot-glm47-swesmith-t4096-32k-traces,penfever,swesmith,GLM-4.7,,True
penfever/lever2-pilot-glm47-swesmith-t8192-32k-traces,penfever,swesmith,GLM-4.7,,True
penfever/lever2-pilot-glm47-swesmith-t8192-64k-traces,penfever,swesmith,GLM-4.7,,True
penfever/lever2-scale-glm47-swesmith-t16384-32k-traces_chunk0,penfever,swesmith,GLM-4.7,,True
penfever/lever2-scale-glm47-swesmith-t16384-32k-traces_chunk1,penfever,swesmith,GLM-4.7,,True
penfever/lever2-scale-glm47-swesmith-t16384-32k-traces_chunk2,penfever,swesmith,GLM-4.7,,True
penfever/lever2-scale-glm47-swesmith-t16384-32k-traces_chunk3,penfever,swesmith,GLM-4.7,,True
penfever/lever2-scale-glm47-swesmith-t8192-32k-traces_chunk0,penfever,swesmith,GLM-4.7,,True
penfever/lever2-scale-glm47-swesmith-t8192-32k-traces_chunk1,penfever,swesmith,GLM-4.7,,True
penfever/lever2-scale-glm47-swesmith-t8192-32k-traces_chunk2,penfever,swesmith,GLM-4.7,,True
penfever/qwen3coder-iris-rl-data-sweep-artifacts,penfever,,Qwen3,,False
penfever/stackexchange-tezos-sandboxes__Kimi-2.5-smaxeps-32k,penfever,tezos,Kimi-2.5,,True
penfever/swe_rebench_patched_oracle-minimax-m27-131k-traces_chunk0,penfever,,MiniMax-M2.7,,True
penfever/swe_rebench_patched_oracle-minimax-m27-131k-traces_chunk1,penfever,,MiniMax-M2.7,,True
penfever/swe_rebench_patched_oracle-minimax-m27-131k-traces_chunk2,penfever,,MiniMax-M2.7,,True
